"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
hhc_q1_hallucinogen_problem,hhc_questionnaire_1,,radio,"During the past three months, how often has your use of hallucinogens led to health, social, legal or financial problems?","0, Never | 4, Once or twice | 5, Monthly | 6, Weekly | 7, Daily or almost daily",,,,,,"[hhc_q1_hallucinogen_90d] > '0'",y,LV,,,,
hhc_q1_hallucinogen_expected,hhc_questionnaire_1,,radio,"During the past three months, how often have you failed to do what was normally expected of you because of your use of hallucinogens?","0, Never | 5, Once or twice | 6, Monthly | 7, Weekly | 8, Daily or almost daily",,,,,,"[hhc_q1_hallucinogen_90d] > '0'",y,LV,,,,
hhc_q1_hallucinogen_concern,hhc_questionnaire_1,,radio,"Has a friend or relative or anyone else ever expressed concern about your use of hallucinogens?","0, No, never | 6, Yes, in the past 3 months | 3, Yes, but not in the past 3 months",,,,,,"[hhc_q1_hallucinogen_ever] = '1'",y,LV,,,,
hhc_q1_hallucinogen_control,hhc_questionnaire_1,,radio,"Have you ever tried and failed to control, cut down or stop using hallucinogens?","0, No, never | 6, Yes, in the past 3 months | 3, Yes, but not in the past 3 months",,,,,,"[hhc_q1_hallucinogen_ever] = '1'",y,LV,,,,
hhc_q1_opioid_ever_descrip,hhc_questionnaire_1,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;"">____________________________________________________________________________________________________________________________________<br />The following questions ask more about your opioid or heroin use<br />____________________________________________________________________________________________________________________________________</p></div>",,,,,,,"[hhc_q1_opioid_ever] = '1'",,,,,,
hhc_q1_opioid_90d,hhc_questionnaire_1,,radio,"In the past three months, how often have you used Opioids (heroin, morphine, methadone, buprenorphine, codeine, etc.)?","0, Never | 2, Once or twice | 3, Monthly | 4, Weekly | 6, Daily or almost daily",,,,,,"[hhc_q1_opioid_ever] = '1'",y,LV,,,,
hhc_q1_opioid_urge,hhc_questionnaire_1,,radio,"During the past three months, how often have you had a strong desire or urge to use Opioids (heroin, morphine, methadone, buprenorphine, codeine, etc.)?","0, Never | 3, Once or twice | 4, Monthly | 5, Weekly | 6, Daily or almost daily",,,,,,"[hhc_q1_opioid_90d] > '0'",y,LV,,,,
hhc_q1_opioid_problem,hhc_questionnaire_1,,radio,"During the past three months, how often has your use of Opioids (heroin, morphine, methadone, buprenorphine, codeine, etc.) led to health, social, legal or financial problems?","0, Never | 4, Once or twice | 5, Monthly | 6, Weekly | 7, Daily or almost daily",,,,,,"[hhc_q1_opioid_90d] > '0'",y,LV,,,,
hhc_q1_opioid_expected,hhc_questionnaire_1,,radio,"During the past three months, how often have you failed to do what was normally expected of you because of your Opioids (heroin, morphine, methadone, buprenorphine, codeine, etc.)?","0, Never | 5, Once or twice | 6, Monthly | 7, Weekly | 8, Daily or almost daily",,,,,,"[hhc_q1_opioid_90d] > '0'",y,LV,,,,
hhc_q1_opioid_concern,hhc_questionnaire_1,,radio,"Has a friend or relative or anyone else ever expressed concern about your use of Opioids (heroin, morphine, methadone, buprenorphine, codeine, etc.)?","0, No, never | 6, Yes, in the past 3 months | 3, Yes, but not in the past 3 months",,,,,,"[hhc_q1_opioid_ever] = '1'",y,LV,,,,
hhc_q1_opioid_control,hhc_questionnaire_1,,radio,"Have you ever tried and failed to control, cut down or stop using Opioids (heroin, morphine, methadone, buprenorphine, codeine, etc.)?","0, No, never | 6, Yes, in the past 3 months | 3, Yes, but not in the past 3 months",,,,,,"[hhc_q1_opioid_ever] = '1'",y,LV,,,,
hhc_q1_pc_note,hhc_questionnaire_1,"<h6 style=""text-align: center;""><span style=""font-weight: normal;"">SECTION 9: PATIENT/PROVIDER COMMUNICATION</h6>

",descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">RA Instruction:</span></p><h6><span style=""color: #236fa1;"">Communication with patients is a very important part of quality medical care. We would like to know how you feel about the way your TB nurse communicated with you. Your answers are completely confidential, so please be as open and honest as you can. Thank you very much</span></h6></div>",,,,,,,"[hhc_q1_language_prefer]<>""""",,LV,,,,
hhc_q1_pc_q1,hhc_questionnaire_1,"Please use this scale to rate the TB nurse communicated with you.",radio,"1. Greeted me in a way that made me feel comfortable.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q2,hhc_questionnaire_1,,radio,"2. Treated me with respect.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q3,hhc_questionnaire_1,,radio,"3. Showed interest in my ideas about my health.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q4,hhc_questionnaire_1,,radio,"4. Understood my health concerns.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q5,hhc_questionnaire_1,,radio,"5. Paid attention to me (looked at me, listened carefully)","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q6,hhc_questionnaire_1,,radio,"6. Let me talk without interruptions.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q7,hhc_questionnaire_1,,radio,"7. Gave me as much information as I wanted.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q8,hhc_questionnaire_1,,radio,"8. Talked in terms I could understand.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q9,hhc_questionnaire_1,,radio,"9. Checked to be sure I understood everything.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q10,hhc_questionnaire_1,,radio,"10. Encouraged me to ask questions.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q11,hhc_questionnaire_1,,radio,"11. Involved me in decisions as much as I wanted.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q12,hhc_questionnaire_1,,radio,"12. Discussed next steps, including any follow-up plans.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q13,hhc_questionnaire_1,,radio,"13. Showed care and concern.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_pc_q14,hhc_questionnaire_1,,radio,"14. Spent the right amount of time with me.","1, Poor | 2, Fair | 3, Good |4, Very Good |5, Excellent",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_patient_communication,,
hhc_q1_age6to13_confirm,hhc_questionnaire_1,"<div class=""rich-text-field-label""><h6 style=""text-align: center;"">SECTION 10: MULTI-DIMENSIONAL POVERTY INDEX</h6> <p style=""text-align: center;""> </p></div>",radio,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">RA Instruction:</span></p> <p><span style=""color: #236fa1;"">Check the ages of household participants listed below and select the correct response:</span></p> <h6><span style=""color: #236fa1;"">HHM  </span><span style=""color: #236fa1;"">[current-instance]</span>  Age <span style=""color: #236fa1;"">[hhci_info_arm_1][hhcl_member_age]</span></h6> <p> </p> <p> </p></div>","1, There are children between the age of 6 and 13 living in this HH | 2, There are NO children between the age of 6 and 13 living in this HH",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_highest_education,hhc_questionnaire_1,,radio,"<div class=""rich-text-field-label""><p>What is the highest level of education <span style=""text-decoration: underline;"">you have completed</span>?</p></div>","1, No education/did not attend primary school | 2, Some primary | 3, Completed primary | 4, Some secondary | 5, Completed secondary | 6, Tertiary or post-secondary certification",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_highest_primary,hhc_questionnaire_1,,radio,"<div class=""rich-text-field-label""><p>What was the highest grade level <span style=""text-decoration: underline;"">you</span> completed?</p></div>","1, Grade 1 | 2, Grade 2 | 3, Grade 3 | 4, Grade 4 | 5, Grade 5 | 6, Grade 6 | 7, Grade 7",,,,,,[hhc_q1_highest_education]='2',y,LV,,,,
hhc_q1_highest_education_all,hhc_questionnaire_1,,radio,"When considering ALL of the adults that live in the household, what is the highest level of education that anyone has completed?","1, No education/did not attend primary school | 2, Some primary | 3, Completed primary | 4, Some secondary | 5, Completed secondary | 6, Tertiary or post-secondary certification",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_highest_primary_all,hhc_questionnaire_1,,radio,"<div class=""rich-text-field-label""><p>What was the highest grade level completed?</p> <p><em>(When considering ALL of the adults that live in the household)</em></p></div>","1, Grade 1 | 2, Grade 2 | 3, Grade 3 | 4, Grade 4 | 5, Grade 5 | 6, Grade 6 | 7, Grade 7",,,,,,[hhc_q1_highest_education_all]='2',y,LV,,,,
hhc_q1_attend_school,hhc_questionnaire_1,,yesno,"<div class=""rich-text-field-label""><p>Do the children aged between 6 and 13 go to school?</p></div>",,"Enrolled and attending school the current academic year, not are they physically at the school when the survey is being conducted",,,,,"[hhc_q1_age6to13_confirm] = '1'",y,LV,,,,
hhc_q1_attend_school_not_no,hhc_questionnaire_1,,text,"How many children are not attending school?",,,number,1,20,,"[hhc_q1_attend_school] = '0'",y,,,,,
hhc_q1_attend_school_not_gr,hhc_questionnaire_1,,radio,"What is the highest grade completed by the child/children not attending school?","1, None | 2, Grade 1 | 3, Grade 2 | 4, Grade 3 | 5, Grade 4 | 6, Grade 5 | 7, Grade 6 | 8, Grade 7",,,,,,[hhc_q1_attend_school]='0',y,LV,,,,
hhc_q1_child_mortality,hhc_questionnaire_1,,radio,"Has anyone living in your household ever given birth to a boy or girl who was born alive but later died?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_child_mortality_age,hhc_questionnaire_1,,text,"How old was the child when they died? ",,"if more than one child has died, record the age of the youngest child to have died",number,0,17,,"[hhc_q1_child_mortality] = '1'",y,,,,,
hhc_q1_drinking_water,hhc_questionnaire_1,,radio,"What is the main source of drinking water for members of your household?","1, Piped into dwelling/house | 2, Piped to yard/plot | 3, Piped to neighbor | 4, Public/communal tap | 5, Borehole | 6, Protected well | 7, Unprotected well | 8, Protected spring | 9, Unprotected spring | 10, Rainwater | 11, Water-carrier/Tanker truck | 12, Cart with small tank/Water vendor | 13, Surface water (river/lake/dam/pond/stream/canal/irrigation channel) | 14, Bottled water | 15, Other",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_drinking_water_oth,hhc_questionnaire_1,,text," Please specify the main source of drinking water for members of your household:",,,,,,,"[hhc_q1_drinking_water] = '15'",y,,,,,
hhc_q1_water_located,hhc_questionnaire_1,,radio,"Where is that water source located?","1, In own dwelling | 2, In own yard/plot | 3, Elsewhere/outside yard",,,,,,"[hhc_q1_drinking_water] = '4' or [hhc_q1_drinking_water] = '5' or [hhc_q1_drinking_water] = '6' or [hhc_q1_drinking_water] = '7' or [hhc_q1_drinking_water] = '8' or [hhc_q1_drinking_water] = '9' or [hhc_q1_drinking_water] = '10' or [hhc_q1_drinking_water] = '11' or [hhc_q1_drinking_water] = '12' or [hhc_q1_drinking_water] = '13' or [hhc_q1_drinking_water] = '15'",y,LV,,,,
hhc_q1_time_for_water,hhc_questionnaire_1,,text,"How long does it take to go there, get water, and come back? (How many MINUTES)",,"Insert ""998"" here if the participant does not know",number,1,999,,"[hhc_q1_language_prefer]<>""""",y,,,,," @CHARLIMIT='3'"
hhc_q1_toilet,hhc_questionnaire_1,,radio,"What kind of toilet facility do members of your household usually use?","1, Flush to piped sewer system | 2, Flush to septic tank | 3, Flush to pit latrine | 4, Flush to somewhere else | 5, Flush, don't know where | 6, Ventilated improved pit latrine | 7, Pit latrine with ventilation pipe but no gauze/mesh/netting | 8, Pit latrine without ventilation pipe | 9, Composting toilet/ecological sanitation system | 10, Chemical toilet | 11, Bucket toilet | 12, No facility/bush/field",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_fuel,hhc_questionnaire_1,,radio,"What type of energy/fuel does your household mainly use for cooking?","1, Electricity from mains | 2, Electricity from generator | 3, Electricity from other source | 4, Solar energy | 5, Gas | 6, Paraffin | 7, Coal | 8, Wood | 9, Straw/Shrubs/Grass | 10, Agricultural crop | 11, Animal dung | 12, No food cooked in household | 13, Other",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_fuel_oth,hhc_questionnaire_1,,text,"If ""Other"", please specify main energy/fuel used for cooking.",,,,,,,"[hhc_q1_fuel] = '13'",y,,,,,
hhc_q1_cooking_place,hhc_questionnaire_1,,radio,"Is the cooking usually done in the house, in a separate building, or outdoors?","1, In the house | 2, In a separate building | 3, Outdoors | 4, Other",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_cooking_place_oth,hhc_questionnaire_1,,text,"If ""Other"", please specify where cooking is usually done.",,,,,,,"[hhc_q1_cooking_place] = '4'",y,,,,,
hhc_q1_cooking_room_seperate,hhc_questionnaire_1,,yesno,"Do you have a separate room which is used as a kitchen?",,,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_mains_electricity,hhc_questionnaire_1,,yesno,"Does your household have electricity that is connected to the mains?",,,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_floor_type,hhc_questionnaire_1,"<div class=""rich-text-field-label""></div>",radio,"How would you describe the floor of your house?","1, Earth/sand | 2, Dung | 3, Wood planks | 4, Laminated or Polished Wood | 5, Vinyl/asphalt strips | 6, Ceramic tiles | 7, Cement | 8, Carpet | 9, Other",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_floor_type_oth,hhc_questionnaire_1,,text,"If ""Other"", please specify the floor of the dwelling.",,,,,,,"[hhc_q1_floor_type] = '9'",y,,,,,
hhc_q1_roof_type,hhc_questionnaire_1,,radio,"How would you describe the roof of your house?","1, No roof | 2, Thatching/grass | 3, Mud/sod | 4, Plastic | 5, Wattle and daub | 6, Mud with cement mix | 7, Bricks | 8, Wood planks | 9, Cardboard | 10, Corrugated metal | 11, Wood | 12, Asbestos | 13, Tiles | 14, Cements | 15, Other",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_roof_type_oth,hhc_questionnaire_1,,text,"If ""Other"", please specify the roof of the dwelling.",,,,,,,"[hhc_q1_roof_type] = '15'",y,,,,,
hhc_q1_hh_intro,hhc_questionnaire_1,"<div class=""rich-text-field-label""><h6 style=""text-align: center;"">SECTION 11: HOUSEHOLD ASSETS</h6><br></div>",descriptive,"<h6 style=""text-align: center;""><span style=""font-weight: normal;"">Does your household have any of the following in WORKING condition?</h6>",,,,,,,"[hhc_q1_language_prefer]<>""""",,,,,,
hhc_q1_hh_asset1,hhc_questionnaire_1,,radio,"1. A radio?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_household_assets,,
hhc_q1_hh_asset2,hhc_questionnaire_1,,radio,"2. A television?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_household_assets,,
hhc_q1_hh_asset3,hhc_questionnaire_1,,radio,"3. A landline telephone?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_household_assets,,
hhc_q1_hh_asset4,hhc_questionnaire_1,,radio,"4. A desktop or laptop computer?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_household_assets,,
hhc_q1_hh_asset5,hhc_questionnaire_1,,radio,"5. A refrigerator?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_household_assets,,
hhc_q1_hh_asset6,hhc_questionnaire_1,,radio,"6. A vacuum cleaner or floor polisher?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_household_assets,,
hhc_q1_hh_asset7,hhc_questionnaire_1,,radio,"7. A microwave oven?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_household_assets,,
hhc_q1_hh_asset8,hhc_questionnaire_1,,radio,"8. An electric or gas stove?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_household_assets,,
hhc_q1_hh_asset9,hhc_questionnaire_1,,radio,"9. A washing machine?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_household_assets,,
hhc_q1_hhm_intro,hhc_questionnaire_1,,descriptive,"<h6 style=""text-align: center;""><span style=""font-weight: normal;"">Does ANY member of this household own any of the following in WORKING condition:</h6>
<h6 style=""text-align: center;""><span style=""font-weight: normal;"">MUST NOT APPEAR AGAIN - PLEASE CHECK</h6>",,,,,,,"[hhc_q1_language_prefer]<>""""",,,,,,
hhc_q1_hhm_asset1,hhc_questionnaire_1,,radio,"10. A watch?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_hhm_assets,,
hhc_q1_hhm_asset2,hhc_questionnaire_1,,radio,"11. A cell phone?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_hhm_assets,,
hhc_q1_hhm_asset3,hhc_questionnaire_1,,radio,"12. A bicycle?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_hhm_assets,,
hhc_q1_hhm_asset4,hhc_questionnaire_1,,radio,"13. A motorcycle or motor scooter?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_hhm_assets,,
hhc_q1_hhm_asset5,hhc_questionnaire_1,,radio,"14. An animal-drawn cart?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_hhm_assets,,
hhc_q1_hhm_asset6,hhc_questionnaire_1,,radio,"15. A car, bakkie, van or truck?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_hhm_assets,,
hhc_q1_hhm_asset7,hhc_questionnaire_1,,radio,"16. A boat with a motor?","1, Yes | 0, No",,,,,,"[hhc_q1_language_prefer]<>""""",y,,,hhc_q1_hhm_assets,,
hhc_q1_clinic_trans,hhc_questionnaire_1,"<div class=""rich-text-field-label""><h6 style=""text-align: center;"">SECTION 11B: TRANSPORT TO ACCESS CLINIC</h6> <br></div>",radio,"What mode of transportation do you use to travel to the clinic?","1, Walk | 2, Public transportation (e.g. bus, taxi, train) | 3, Private transportation (e.g. car, motorcycle) | 9, Other (specify)",,,,,,"[hhc_q1_language_prefer]<>"""" and datediff('08-06-2023',[hhc_q1_date],'d','dmy',true)<=0",y,LV,,,,
hhc_q1_clinic_trans_1,hhc_questionnaire_1,,radio,"What mode of transportation do you use to travel to the clinic?","1, Walk directly to the clinic | 2, Bicycle | 3, Private motorcycle | 4, Private car | 5, Taxi - Medium taxi (e.g Avanza) | 6, Taxi - Small taxi (e.g iphela) | 7, Taxi - Large taxi (e.g Quantum) | 9, Other (specify)","Added @08/06/2023",,,,,"[hhc_q1_language_prefer]<>"""" and datediff('08-06-2023',[hhc_q1_date],'d','dmy',true)>0",y,LV,,,,
hhc_q1_clinic_trans_oth,hhc_questionnaire_1,,text,"If ""Other"", please specify.",,,,,,,[hhc_q1_clinic_trans]='9',,,,,,
hhc_q1_clinic_trans_cost,hhc_questionnaire_1,,radio,"How much do you pay for transportation to visit the clinic? (Don't ask if ""walk"")","1, Free (no cost) |2, Between 1 and 20 rands |3, Between 21 and 40 rands |4, Between 41 and 60 rands |5, Between 61 and 80 rands |6, Between 81 and 100 rands |7, More than 100 rands",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_clinic_trans_time,hhc_questionnaire_1,,radio,"How long does it take you to travel from your home to the clinic?","1, Less than 30 minutes |2, 31-60 minutes |3, Between 1 and 2 hours |4, More than 2 hours",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_clinic_traveling_barriers,hhc_questionnaire_1,,yesno,"Do you face any problems or barriers when traveling to the clinic? If yes, what were they?",,"Rephrased @08/06/2023",,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_clinic_traveling_barriers_oth,hhc_questionnaire_1,,notes,"Please describe the problems or barriers you face.",,"Rephrased @08/06/2023",,,,,[hhc_q1_clinic_traveling_barriers]='1',,LV,,,,
hhc_q1_clinic_missed_appoint,hhc_questionnaire_1,,yesno,"Have you ever missed or delayed a health appointment because of transportation problems?",,"Hidden @08/06/2023",,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,," @HIDDEN"
hhc_q1_clinic_not_attend,hhc_questionnaire_1,,yesno,"Have you ever decided not to seek healthcare because of transportation problems?",,"Hidden @08/06/2023",,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,," @HIDDEN"
hhc_q1_clinic_trans_problems,hhc_questionnaire_1,,yesno,"Have transportation problems ever made it difficult for you to pick up your TB medication?",,"Rephrased @08/06/2023",,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_clinic_leave_home_time,hhc_questionnaire_1,,radio,"What time do you have to leave your home to get to the clinic?","1, Before 3 o'clock in the morning |2, Between 3 and 4 o'clock in the morning |3, Between 4 and 5 o'clock in the morning |4, Between 5 and 6 o'clock in the morning |5,	Between 6 and 7 o'clock in the morning |6, Between 7 and 8 o'clock in the morning |7, Between 8 and 9 o'clock in the morning |8, Between 9 and 12 o'clock in the morning |9, After 12 o'clock mid-day",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_fam_decision1,hhc_questionnaire_1,"<div class=""rich-text-field-label""><h6 style=""text-align: center;"">SECTION 12: FAMILY DECISION MAKING</h6> <br></div>",radio,"Who usually makes decisions about making major household purchases?","1, Respondent/Participant | 2, Spouse/partner | 3, Respondent/Participant and Spouse/partner jointly | 4, Someone else",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_fam_decision2,hhc_questionnaire_1,,radio,"Who usually makes decisions about making purchases for daily household needs?","1, Respondent/Participant | 2, Spouse/partner | 3, Respondent/Participant and Spouse/partner jointly | 4, Someone else",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_fam_decision3,hhc_questionnaire_1,,radio,"Who usually makes decisions about visits to family or relatives?","1, Respondent/Participant | 2, Spouse/partner | 3, Respondent/Participant and Spouse/partner jointly | 4, Someone else",,,,,,"[hhc_q1_language_prefer]<>""""",y,LV,,,,
hhc_q1_section_end_instr,hhc_questionnaire_1,"<div class=""rich-text-field-label""></div>",descriptive,"<div class=""rich-text-field-label""><h5 style=""text-align: center;""><span style=""color: #169179;"">FW please check if all Questionnaire 1 questions are answered, save the form as UNVERIFIED and then proceed to Questionnaire 2.</span></h5> <p> </p> <p> </p></div>",,,,,,,"[hhc_q1_language_prefer]<>""""",,,,,,
hhc_q2_instruct23,hhc_questionnaire_2,"<div class=""rich-text-field-label""><h6 style=""text-align: center;"">SECTION 13: SOCIAL SUPPORT</h6></div>",descriptive,"<div class=""rich-text-field-label""><h5><span style=""color: #169179;"">I will read statements out loud. We are interested in how you feel about the following statements about <span style=""text-decoration: underline;"">Social Support</span>. Would you very strongly disagree, strongly disagree, mildly disagree, neutral, mildly agree, strongly agree or, very strongly agree? </span></h5></div>",,,,,,,,,LV,,,,
hhc_q2_ss1,hhc_questionnaire_2,"<div class=""rich-text-field-label""></div>",radio,"1. There is a special person who is around when I am in need.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
hhc_q2_ss2,hhc_questionnaire_2,,radio,"2. There is a special person with whom I can share my joys and sorrows.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
hhc_q2_ss3,hhc_questionnaire_2,,radio,"3. My family really tries to help me.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
hhc_q2_ss4,hhc_questionnaire_2,,radio,"4. I get the emotional help and support I need from my family.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
hhc_q2_ss5,hhc_questionnaire_2,,radio,"5. I have a special person who is a real source of comfort to me.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
hhc_q2_ss6,hhc_questionnaire_2,,radio,"6. My friends really try to help me.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
hhc_q2_ss7,hhc_questionnaire_2,,radio,"7. I can count on my friends when things go wrong.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
hhc_q2_ss8,hhc_questionnaire_2,,radio,"8. I can talk about my problems with my family.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
hhc_q2_ss9,hhc_questionnaire_2,,radio,"9. I have friends with whom I can share my joys and sorrows.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
hhc_q2_ss10,hhc_questionnaire_2,,radio,"10. There is a special person in my life who cares about my feelings.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
hhc_q2_ss11,hhc_questionnaire_2,,radio,"11. My family is willing to help me make decisions.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
