English,Xhosa,Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
,1,a10_x,questionnaires,,radio,10. Abantu kwindawo endihlala kuyo bayakwazi ukufumana iinkonzo abazidingayo.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,cart_xho,,
,1,a11_x,questionnaires,,radio,11. Abantu kwindawo endihlala kuyo bayayazi apho mabaye khona ukuze izinto zenzeke,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,cart_xho,,
,1,a12_x,questionnaires,,radio,12. Uluntu endihlala nalo lusebenza nabantu abohlukeneyo kunye namaqela angaphandle koluntu ukuze kwenziwe izinto.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,cart_xho,,
,1,a17_x,questionnaires,,radio,17. Indawo endihlala kuyo ineenkokheli ezisebenzayo,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,cart_xho,,
,,cart_section2_x,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Ezi nkcazelo zilandelayo <span style=""text-decoration: underline;"">zinkcazelo ezinokwenzeka kwindawo ohlala kuyo.</span> Nceda ubonise ukuba uyavumelana okanye awuvumelani nengxelo nganye ngokukhetha impendulo efanelekileyo.</span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,a29_x,questionnaires,,radio,1. Abantu kwindawo endihlala kuyo bayakhathalelana,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,,,
,1,a30_x,questionnaires,,radio,2. Indawo endihlala kuyo yindawo ekhuselekileyo yokuhlala nokusebenza.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,,,
,1,a31_x,questionnaires,,radio,3. Izindlu ezisemgangathweni ziyafumaneka kubantu abahlala kwindawo endihlala kuyo,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,,,
,1,a32_x,questionnaires,,radio,4. Abantu kwindawo endihlala kuyo banokufikelela kwiinkonzo zempilo eziyimfuneko,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,,,
,1,a33_x,questionnaires,,radio,5. Amathuba amahle emfundo ayafumaneka kubantu abahlala kwindawo endihlala kuyo,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,,,
,1,a34_x,questionnaires,,radio,6. Amathuba amahle womsebenzi ayafumaneka kulendawo ndihlala kuyo,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,,,
,1,a35_x,questionnaires,,radio,7. Abantu kwindawo endihlala kuyo banobudlelwane naba mmelwane babo.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,,,
,1,a36_x,questionnaires,,radio,8. Abantu kwindawo endihlala kuyo banamathuba okuba zinkokheli ekuhlaleni okanye kwimibutho yasekuhlaleni.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,,,
,,cart_section3_x,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;""><span style=""text-decoration: underline;"">Oku kulandelayo kuchaza imisebenzi onokuthi uthathe inxaxheba kuyo.</span> Nceda ubonise uba uye wenza kangaphi oku kulandelayo kwinyanga ephelileyo.</span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,a37_x,questionnaires,,radio,1. Ukuthetha no mmelwane,"1, Zange|2, Amaxesha 1-2|3, Amaxesha 3-5|4, Amaxesha 5-10|5, Ngaphezulu kwamaxesha ayi10",,,,,,[ques_language] = '2',y,,,,,
,1,a38_x,questionnaires,,radio,2. Ukunceda ummelwane okanye ukufumana uncedo ku mmelwane,"1, Zange|2, Amaxesha 1-2|3, Amaxesha 3-5|4, Amaxesha 5-10|5, Ngaphezulu kwamaxesha ayi10",,,,,,[ques_language] = '2',y,,,,,
,1,a39_x,questionnaires,,radio,3. Ukuzobonwa ngu mmelwane okanye ukuyobabona,"1, Zange|2, Amaxesha 1-2|3, Amaxesha 3-5|4, Amaxesha 5-10|5, Ngaphezulu kwamaxesha ayi10",,,,,,[ques_language] = '2',y,,,,,
,1,a40_x,questionnaires,,radio,4. Uzimasa intlanganiso yoluntu apho bekuxoxwa ngemicimbi yasekuhlaleni,"1, Zange|2, Amaxesha 1-2|3, Amaxesha 3-5|4, Amaxesha 5-10|5, Ngaphezulu kwamaxesha ayi10",,,,,,[ques_language] = '2',y,,,,,
,1,a41_x,questionnaires,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">5. </span><strong><span style=""color: #000000;"">Ukhe uye kwintlanganiso zemibutho eziza n</span>ophuhliso ekulhlaleni?</strong></p></div>","1, Zange|2, Amaxesha 1-2|3, Amaxesha 3-5|4, Amaxesha 5-10|5, Ngaphezulu kwamaxesha ayi10",,,,,,[ques_language] = '2',y,,,,,
,1,a42_x,questionnaires,,radio,6. Uzimasa umcimbi woluntu,"1, Zange|2, Amaxesha 1-2|3, Amaxesha 3-5|4, Amaxesha 5-10|5, Ngaphezulu kwamaxesha ayi10",,,,,,[ques_language] = '2',y,,,,,
,1,a43_x,questionnaires,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">7. <strong>Ukhe wazinikezela ekuthatheni inxaxeba kwizinto zokuhlala?</strong></span></p></div>","1, Zange|2, Amaxesha 1-2|3, Amaxesha 3-5|4, Amaxesha 5-10|5, Ngaphezulu kwamaxesha ayi10",,,,,,[ques_language] = '2',y,,,,,
,1,a44_x,questionnaires,,radio,8. Ufumana ulwazi kwimithombo yendaba zasekuhlaleni,"1, Zange|2, Amaxesha 1-2|3, Amaxesha 3-5|4, Amaxesha 5-10|5, Ngaphezulu kwamaxesha ayi10",,,,,,[ques_language] = '2',y,,,,,
,,instruct7,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: left;""><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about depression</span>.</span></p> <p style=""text-align: left;""><span style=""color: #236fa1;"">Please read each statement carefully. Please indicate whether you Strong Agree, Agree, Disagree or Strongly Agree with each of the following statements</span></p></div>",,,,,,,[ques_language] = '1',,,,,,
1,,b1_eng,questionnaires,,radio,1.People with depression could stop being depressed if they wanted.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,dss,,
1,,b2_eng,questionnaires,,radio,2.Depression is a sign of weakness.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,dss,,
1,,b3_eng,questionnaires,,radio,3.Depression is not a real medical illness.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,dss,,
1,,b4_eng,questionnaires,,radio,4.People with depression are dangerous.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,dss,,
1,,b5_eng,questionnaires,,radio,5.It is best to avoid people with depression so you don't become depressed yourself.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,dss,,
1,,b6_eng,questionnaires,,radio,6.People with depression are lazy.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,dss,,
1,,b7_eng,questionnaires,,radio,7.If I had depression I would not tell anyone.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,dss,,
1,,b8_eng,questionnaires,,radio,8.I would not employ someone if I knew they had been depressed.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,dss,,
1,,b9_eng,questionnaires,,radio,9.I would not vote for a politician if I knew they had been depressed.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,dss,,
,,instruct6,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about alcohol abuse</span>.</span><br /><br /><span style=""color: #236fa1;"">Please read each statement carefully. Please indicate whether you Strong Agree, Agree, Disagree or Strongly Agree with each of the following statements</span></p></div>",,,,,,,[ques_language] = '1',,,,,,
1,,b10_eng,questionnaires,,radio,10.People who abuse alcohol could stop if they wanted.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_alcohol,,
1,,b11_eng,questionnaires,,radio,11.Alcohol abuse is a sign of weakness.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_alcohol,,
1,,b12_eng,questionnaires,,radio,12.Alcohol abuse is not a real medical illness.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_alcohol,,
1,,b13_eng,questionnaires,,radio,13.People who abuse alcohol are dangerous.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_alcohol,,
1,,b14_eng,questionnaires,,radio,14.It is best to avoid people who abuse alcohol so you don't start abusing alcohol yourself.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_alcohol,,
1,,b15_eng,questionnaires,,radio,15.People who abuse alcohol are lazy.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_alcohol,,
1,,b16_eng,questionnaires,,radio,16.If I abused alcohol I would not tell anyone,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_alcohol,,
1,,b17_eng,questionnaires,,radio,17.I would not employ someone if I knew they had previously abused alcohol.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_alcohol,,
1,,b18_eng,questionnaires,,radio,18.I would not vote for a politician if I knew they had previously abused alcohol.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_alcohol,,
,,instruct5,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about drug abuse</span>.</span><br /><br /><span style=""color: #236fa1;"">Please read each statement carefully. Please indicate whether you Strong Agree, Agree, Disagree or Strongly Agree with each of the following statements.</span></p></div>",,,,,,,[ques_language] = '1',,,,,,
1,,b19_eng,questionnaires,,radio,19.People who abuse drugs could stop if they wanted.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_drug,,
1,,b20_eng,questionnaires,,radio,20.Drug abuse is a sign of weakness.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_drug,,
1,,b21_eng,questionnaires,,radio,21.Drug abuse is not a real medical illness,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_drug,,
1,,b22_eng,questionnaires,,radio,22.People who abuse drugs are dangerous.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_drug,,
1,,b23_eng,questionnaires,,radio,23.It is best to avoid people who abuse drug so you don't start abusing drugs yourself.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_drug,,
1,,b24_eng,questionnaires,,radio,24.People who abuse drugs are lazy.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_drug,,
1,,b25_eng,questionnaires,,radio,25.If I abused drugs I would not tell anyone.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_drug,,
1,,b26_eng,questionnaires,,radio,26.I would not employ someone if I knew they had previously abused drugs.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_drug,,
1,,b27_eng,questionnaires,,radio,27.I would not vote for a politician if I knew they had previously abused drugs.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_drug,,
,,instruct17,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about alcohol use and TB.</span></span><br /><br /><span style=""color: #236fa1;"">Please read each statement carefully. Please indicate whether you Strong Agree, Agree, Disagree or Strongly Agree with each of the following statements.</span></p></div>",,,,,,,[ques_language] = '1',,,,,,
1,,b28_eng,questionnaires,,radio,28.People who have TB  and drink alcohol should be ashamed of themselves.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_tb,,
1,,b29_eng,questionnaires,,radio,29.People who have TB and stop drinking alcohol are more responsible.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_tb,,
1,,b30_eng,questionnaires,,radio,30.People who have TB should not be allowed to drink alcohol.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_tb,,
1,,b31_eng,questionnaires,,radio,31.The nurses at the clinic should reprimand people who have TB and drink alcohol.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_tb,,
1,,b32_eng,questionnaires,,radio,32.People who drink alcohol should not be allowed to take their TB medication.,"1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",,,,,,[ques_language] = '1',y,,,adapted_dss_tb,,
,,instruct14,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Eli candelo lilandelayo lithetha <span style=""text-decoration: underline;"">ngeenkolelo zakho ngodandatheko</span>.</span></p> <p><span style=""color: #236fa1;"">Nceda ufunde ingxelo nganye ngononophelo. Nceda ubonise ukuba uVumelana kakhulu, uyavuma, awuvumi okanye awuvumelani kakhulu nengxelo nganye kwezi zilandelayo.</span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,b1_xho,questionnaires,,radio,1.Abantu abanokudakumba banokuyeka ukudakumba ukuba bayafuna,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,dss_xho1,,
,1,b2_xho,questionnaires,,radio,2.Ukudakumba luphawo lobuthathaka.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,dss_xho1,,
,1,b3_xho,questionnaires,,radio,"3.Isifo soxinizelelo lwegqondo, ayisiso isifo sokwenyani ngokwezempilo.","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,dss_xho1,,
,1,b4_xho,questionnaires,,radio,4.Abantu abanoxinizelelo lwe ngqondo bayingozi,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,dss_xho1,,
,1,b5_xho,questionnaires,,radio,5.Kungcono ukukuphepha abantu abanengxaki nokudakumba ukuze nawe ungachaphazeleki,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,dss_xho1,,
,1,b6_xho,questionnaires,,radio,6.Abantu abanokudakumba okanye uxinzelelo lwengqondo bayonqena,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,dss_xho1,,
,1,b7_xho,questionnaires,,radio,7.Ukuba ubunokudakumba okanye uxinzelelo lwengqondo ubungenokuxelela mntu.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,dss_xho1,,
,1,b8_xho,questionnaires,,radio,8.Andinakumqasha umntu ukuba bendiyazi ukuba bakhe banokudakumba okanye uxinzelelo lwengqondo,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,dss_xho1,,
,1,b9_xho,questionnaires,,radio,9.Andinaku votela umntu wezopolitiko ukuba bendiyazi ukuba bakhe banoxinzelelo lwengqondo okanye ukudakumba ngaphambili?,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,dss_xho1,,
,,instruct15,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Eli candelo lilandelayo lithetha <span style=""text-decoration: underline;"">ngeenkolelo zakho ngokusetyenziswa kakubi kotywala.</span></span></p> <p><span style=""color: #236fa1;"">Nceda ufunde ingxelo nganye ngononophelo. Nceda ubonise ukuba uvumelana kakhulu, uyavuma, awuvumi okanye awuvumelani kakhulu nengxelo nganye kwezi zilandelayo.</span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,b10_xho,questionnaires,,radio,"10.Abantu abasebenzisa ngolunya utywala,bebenoyeka ukuba bayafuna","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_alcohol_xho2,,
,1,b11_xho,questionnaires,,radio,11.Ukusetyenziswa kakubi kotywala luphawo lobuthathaka,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_alcohol_xho2,,
,1,b12_xho,questionnaires,,radio,12.Ukusebenzisa utywala ngolunya ayisosigulo sokwenyani.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_alcohol_xho2,,
,1,b13_xho,questionnaires,,radio,13.Abantu abasebenzisa utywala ngolunya bakhohlakele.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_alcohol_xho2,,
,1,b14_xho,questionnaires,,radio,14.Kungcono ungazimanyanisi nabantu abasebenzisa utywala ngolunya ukuze ungaqalisi nawe,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_alcohol_xho2,,
,1,b15_xho,questionnaires,,radio,15.Abantu abasela tywala ngolunya bawonqena,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_alcohol_xho2,,
,1,b16_xho,questionnaires,,radio,16.Ukuba ndisebenzisa utywala ngolunya soze ndichazele nabani na.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_alcohol_xho2,,
,1,b17_xho,questionnaires,,radio,17.Andisoze ndiqashe umntu ndiyazi ukuba sekhe wasebenzisa ngolunya utywala ngaphambili,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_alcohol_xho2,,
,1,b18_xho,questionnaires,,radio,18.Andinakuvotela umntu wezopolitiko ukuba bendisazi ukuba ebekhe wasebenzisa kakubi utywala.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_alcohol_xho2,,
,,instruct16,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Eli candelo lilandelayo lithetha <span style=""text-decoration: underline;"">ngeenkolelo zakho ngokusetyenziswa kakubi kweziyobisi.</span></span></p> <p><span style=""color: #236fa1;"">Nceda ufunde ingxelo nganye ngononophelo. Nceda ubonise ukuba uvumelana kakhulu, uyavuma, awuvumi okanye awuvumelani kakhulu nengxelo nganye kwezi zilandelayo.</span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,b19_xho,questionnaires,,radio,19.Abantu abaxhaphaza iziyobisi bangayeka xabefuna.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_drug_xho2,,
,1,b20_xho,questionnaires,,radio,20.Ukusebenzisa kakubi iziyobisi luphawo lobuthathaka,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_drug_xho2,,
,1,b21_xho,questionnaires,,radio,21.Ukusetyenziswa kakubi kweziyobisi ayisosigulo sokwenyani sonyango?,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_drug_xho2,,
,1,b22_xho,questionnaires,,radio,22.Abantu abasebenzisa iziyobisi banobungozi,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_drug_xho2,,
,1,b23_xho,questionnaires,,radio,23.Kungcono ukubaphepha abantu abasebenzisa iziyobisi ukuze ungaqalisi ukusebenzisa kakubi iziyobisi ngokwakho,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_drug_xho2,,
,1,b24_xho,questionnaires,,radio,24.Abantu abasebenzisa kakubi iziyobisi bayonqena,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_drug_xho2,,
,1,b25_xho,questionnaires,,radio,25.Ukuba bendisebenzisa kakubi iziyobisi ngendingaxeleli mntu,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_drug_xho2,,
,1,b26_xho,questionnaires,,radio,26.Bendingenomqesha umntu ukuba bendisazi ukuba ebekhe wasebenzisa kakubi iziyobisi ngaphambili,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_drug_xho2,,
,1,b27_xho,questionnaires,,radio,27.Ngekhe ndivotele umntu wezopolitiko ukuba bendisazi ukuba bebekhe basebenzisa kakubi iziyobisi.,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_drug_xho2,,
,,instruct34,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;""><strong>Eli candelo lilandelayo limalunga neenkolelo zakho malunga nokusetyenziswa kotywala kunye ne-TB.</strong></span></p> <p><span style=""color: #236fa1;""><strong>Nceda ufunde ingxelo nganye ngononophelo. Nceda ubonise ukuba uyavumelana kakhulu, uyavumelana, awuvumelani, awuvumelani kakhulu kwezi ntetho zilandelayo.</strong></span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,b28_x,questionnaires,,radio,28.Abantu abane TB nabasela utywala kufuneka babe neentloni ngalonto,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_tb_x,,
,1,b29_x,questionnaires,,radio,29.Abantu abanesifo sephepha baze bayeke ukusebenzisa utywala ngabona banoxanduva,"1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,adapted_dss_tb_x,,
